97190 	 132197
108161 	 29291
11758 	 43328
6034 	 157815
26858 	 60287
108184 	 155048
38986 	 128189
179445 	 75280
167976 	 116114
41684 	 106138
55923 	 137535
45975 	 128780
121873 	 74618
93846 	 29399
49888 	 38332
80142 	 26074
145978 	 12487
41611 	 160474
34920 	 67669
121010 	 179444
137266 	 4839
133333 	 132676
24012 	 135051
13523 	 93864
133763 	 68303
158001 	 98201
135954 	 4813
8862 	 158505
131841 	 9843
95062 	 713
13259 	 123939
63788 	 147196
57977 	 106988
85584 	 129460
43555 	 141028
127841 	 2420
97232 	 82957
174696 	 44354
141932 	 63013
95012 	 60289
22522 	 2938
107370 	 78775
178865 	 2618
38068 	 41495
51225 	 19428
76658 	 38618
68531 	 135315
98511 	 135987
153852 	 46877
132268 	 85273
74801 	 53052
59354 	 167828
133899 	 122702
8339 	 176082
67674 	 65713
20591 	 13612
88098 	 24876
128821 	 124069
181457 	 82583
27454 	 177406
156517 	 31804
171227 	 167418
14873 	 27958
59663 	 99513
69625 	 42857
57626 	 29659
79518 	 137795
165440 	 137249
39664 	 152934
88029 	 155124
119545 	 105629
72554 	 155312
144857 	 82703
21302 	 108534
11093 	 23489
139303 	 37133
38678 	 163732
124202 	 155273
36830 	 98883
92879 	 155399
99489 	 15017
109263 	 67144
106425 	 142202
155340 	 5985
75687 	 107429
42949 	 154957
179015 	 40182
113804 	 33127
167197 	 95191
33539 	 156912
149980 	 110160
75552 	 148089
79090 	 110620
132599 	 35299
180905 	 118970
37451 	 183212
22345 	 55521
108219 	 54776
62479 	 20637
122862 	 134066
15445 	 76465
85823 	 77015
63791 	 144406
82117 	 162417
36962 	 156868
46075 	 157193
63795 	 144408
78107 	 51978
72901 	 157697
83733 	 109968
9501 	 75306
62662 	 59608
43596 	 78719
83339 	 15406
77291 	 13542
103450 	 84862
94408 	 54833
112054 	 59072
132039 	 90104
143097 	 176864
50790 	 80424
1948 	 50136
135292 	 161802
71063 	 103981
8485 	 96618
14066 	 19353
6449 	 179448
163738 	 164021
138221 	 90934
59345 	 113209
65318 	 11817
37296 	 24047
138888 	 102509
4913 	 154094
72224 	 110726
181741 	 33530
78087 	 59773
116586 	 128645
99812 	 105083
131986 	 95093
44720 	 47486
77463 	 177074
57743 	 9946
2980 	 7317
104282 	 77700
179825 	 76441
37651 	 147020
102307 	 43385
67358 	 129071
172869 	 166241
177602 	 105596
107560 	 108488
132710 	 72587
110137 	 174480
155200 	 11349
99569 	 127279
156836 	 126242
13988 	 59961
114040 	 73706
45492 	 152356
38036 	 30212
36283 	 25133
10469 	 149028
180623 	 5538
173298 	 77768
18319 	 58569
112417 	 128081
130929 	 93374
71781 	 117518
75329 	 14957
21423 	 56754
175789 	 80050
81626 	 103934
182807 	 67017
91173 	 36842
59907 	 123456
84068 	 31320
45345 	 5467
40966 	 128232
29554 	 42400
140469 	 42688
161096 	 181064
36286 	 16936
170438 	 11507
33033 	 126257
37714 	 118695
41414 	 122334
80380 	 55519
131331 	 62913
74301 	 22829
69135 	 133640
42673 	 93501
86588 	 154599
66781 	 165619
11449 	 90960
86602 	 44845
46341 	 148102
21114 	 122792
32580 	 136431
112100 	 156626
53335 	 153521
89169 	 103775
16699 	 6568
129616 	 158356
17386 	 131359
124197 	 144860
57672 	 125587
41979 	 144717
34434 	 94889
120678 	 168152
40288 	 167386
139124 	 173580
148981 	 53363
89533 	 114282
31834 	 22919
2127 	 123912
169867 	 95044
87646 	 172105
37200 	 63125
23763 	 58950
24992 	 26762
100432 	 64042
113638 	 72480
101111 	 21615
172157 	 116584
147763 	 54386
123562 	 95475
110044 	 99152
97075 	 117338
109741 	 97036
82324 	 72439
35642 	 79178
47812 	 36584
95910 	 101657
94803 	 18749
67746 	 107482
30560 	 87943
180737 	 123687
63021 	 16238
114888 	 165863
122377 	 131222
7506 	 91308
123152 	 169187
120393 	 75078
121888 	 4798
64113 	 82923
156542 	 73777
52398 	 83932
157940 	 165494
55852 	 28457
67889 	 149129
114303 	 167381
150705 	 61260
162248 	 179772
58790 	 181160
170265 	 162454
77256 	 146494
83602 	 51606
135411 	 96923
48756 	 12015
106706 	 155838
33214 	 112853
119989 	 137245
19276 	 173463
112814 	 105027
55957 	 114736
171145 	 143559
26821 	 12642
164914 	 91573
101816 	 91298
178713 	 162971
123204 	 76776
143666 	 140262
132994 	 153678
102132 	 117848
70349 	 2702
143492 	 146961
139246 	 151148
108241 	 139086
165135 	 52249
178230 	 114408
133594 	 63096
143047 	 74178
132513 	 22854
46027 	 49427
132539 	 46130
163967 	 59403
76391 	 13329
52152 	 112955
22932 	 144489
155796 	 18202
142649 	 34523
1390 	 133210
140896 	 167587
89416 	 159899
70061 	 75623
111780 	 88202
11112 	 164394
180658 	 7637
90265 	 133836
141948 	 104720
120978 	 13165
153527 	 70530
100487 	 95446
1969 	 94778
101462 	 46862
104092 	 58548
181397 	 130499
15674 	 92966
165145 	 111458
148439 	 174320
130134 	 95615
7642 	 53265
4867 	 116803
129793 	 141139
79261 	 95412
160669 	 167829
140890 	 129313
121243 	 123040
89258 	 111002
72444 	 125944
1377 	 71957
87055 	 73246
153586 	 45098
135806 	 10977
142701 	 16691
73550 	 39335
38788 	 147441
164092 	 90292
65455 	 167108
88501 	 58098
37573 	 160023
6335 	 56307
84011 	 125919
7017 	 181920
69614 	 69551
137914 	 30173
26131 	 54416
113666 	 142121
123829 	 153240
142355 	 159729
52113 	 154082
147764 	 118141
179295 	 94695
57665 	 145464
102040 	 114226
182963 	 101242
148167 	 86302
164168 	 143708
60772 	 143544
33584 	 32990
61561 	 55964
108674 	 7280
17221 	 142493
27491 	 81309
106762 	 82954
97120 	 73485
27108 	 177159
140180 	 49352
93449 	 146230
84447 	 51462
149381 	 62017
70985 	 182277
153418 	 44761
106603 	 123734
103347 	 157847
27180 	 176555
58245 	 154855
29748 	 154664
109487 	 65026
57496 	 69179
19899 	 128271
85481 	 139757
22691 	 85281
88460 	 181274
73200 	 165375
115632 	 173006
119513 	 115733
151881 	 48952
130619 	 111258
128431 	 73004
106725 	 94053
1524 	 141354
31230 	 99368
129441 	 43003
67409 	 153640
181370 	 143090
121608 	 49064
160087 	 35337
158065 	 54956
144319 	 6826
169370 	 563
25589 	 110743
121432 	 100074
168790 	 100160
154718 	 172374
76849 	 175421
111283 	 29274
13948 	 66174
98045 	 61673
138801 	 92273
147724 	 65301
166318 	 57300
53997 	 131401
110324 	 133158
7143 	 12328
113868 	 58117
111969 	 165631
183177 	 17161
28758 	 173967
64814 	 173178
123161 	 132107
113532 	 140630
165020 	 120158
120692 	 74069
53438 	 74491
33242 	 51527
151333 	 98802
114075 	 15125
123996 	 60623
133900 	 50211
49726 	 179514
140258 	 64674
102008 	 51524
147239 	 174563
31638 	 136947
42401 	 61563
100920 	 91180
73363 	 114288
38904 	 132606
103087 	 4626
18409 	 82861
36442 	 153478
88035 	 38450
169964 	 60863
143699 	 175586
60929 	 17385
163394 	 29471
20126 	 149170
72450 	 169992
1711 	 67703
102647 	 13019
94701 	 52062
122388 	 99462
113031 	 57204
158866 	 67317
147407 	 23114
150927 	 165452
36344 	 51516
114720 	 83897
150156 	 86048
173107 	 86304
55231 	 83884
156539 	 25887
181167 	 116479
52615 	 90654
58449 	 119942
115364 	 5391
11446 	 114625
148608 	 52131
39696 	 79960
45708 	 168584
177486 	 78082
79923 	 34662
97227 	 174917
31932 	 109429
166103 	 36500
34156 	 56634
13466 	 2147
14824 	 102674
88205 	 106019
159514 	 53143
37675 	 111663
103686 	 161291
65240 	 115312
20525 	 28156
83180 	 58139
93023 	 162663
166320 	 23059
104844 	 135399
101561 	 42586
168376 	 32014
44117 	 119208
180479 	 167577
118841 	 18688
129803 	 176737
95605 	 93160
9938 	 64995
117655 	 73144
106422 	 97805
107475 	 137815
6894 	 54772
47708 	 157539
126112 	 152396
76439 	 170055
175582 	 164556
111632 	 175264
5589 	 17839
2265 	 128716
156741 	 2694
129224 	 33118
141723 	 50098
143248 	 153648
146728 	 86738
29867 	 67967
82975 	 182993
106531 	 37805
167967 	 92597
33356 	 137684
97919 	 170799
33034 	 18645
24924 	 98284
141919 	 115584
33246 	 49967
74689 	 14328
145795 	 85796
149954 	 16011
148169 	 15260
4979 	 2009
14747 	 127241
36300 	 134867
88236 	 105017
31633 	 164919
134210 	 30957
129609 	 67754
165066 	 92907
66991 	 151822
99082 	 117017
65325 	 56619
137249 	 130650
34613 	 3788
84621 	 22730
46249 	 93003
7458 	 45248
44145 	 73647
148900 	 1005
105311 	 110186
122906 	 34409
96052 	 23040
